T=2.20000e+00  B=0.00000e+00  ns=40000  E_exact=-1.54649e+00  M_exact=7.84755e-01
     E           M        
-1.54040e+00  7.51850e-01
-1.55820e+00  7.81650e-01
-1.54250e+00  7.62600e-01
-1.53890e+00  7.38450e-01
-1.54850e+00  7.50150e-01
-1.55510e+00  7.59500e-01
-1.56820e+00  7.74750e-01
-1.53920e+00  7.49900e-01
-1.56850e+00  7.66450e-01
-1.55420e+00  7.69800e-01
-1.55570e+00  7.77800e-01
-1.54960e+00  7.66500e-01
-1.54700e+00  7.74950e-01
-1.56850e+00  7.80500e-01
-1.54350e+00  7.82550e-01
-1.55020e+00  7.88000e-01
-1.54730e+00  7.73050e-01
-1.54820e+00  7.76900e-01
-1.52360e+00  7.75500e-01
-1.56060e+00  8.05400e-01
-1.56760e+00  7.98450e-01
-1.55720e+00  7.97950e-01
-1.56030e+00  7.95900e-01
-1.57270e+00  8.08250e-01
-1.53590e+00  7.67400e-01
-1.55440e+00  7.73450e-01
-1.52860e+00  7.47200e-01
-1.56450e+00  7.84000e-01
-1.52530e+00  7.62450e-01
-1.55500e+00  7.80300e-01
-1.56610e+00  7.89250e-01
-1.54880e+00  7.97000e-01
-1.54980e+00  7.83200e-01
-1.54800e+00  7.75150e-01
-1.56250e+00  7.88850e-01
-1.53460e+00  7.82150e-01
-1.55440e+00  7.93050e-01
-1.54110e+00  7.80700e-01
-1.57930e+00  8.16100e-01
-1.54400e+00  7.85400e-01
-1.55380e+00  7.95150e-01
-1.55120e+00  7.92050e-01
-1.56310e+00  8.03750e-01
-1.56640e+00  7.97750e-01
-1.56060e+00  7.91500e-01
-1.56750e+00  7.83600e-01
-1.55840e+00  7.93450e-01
-1.55980e+00  7.97800e-01
-1.55090e+00  8.02200e-01
-1.55260e+00  7.88750e-01
-1.53870e+00  7.77150e-01
-1.56740e+00  7.85300e-01
-1.57320e+00  8.02750e-01
-1.54600e+00  7.76900e-01
-1.53210e+00  7.63050e-01
-1.54510e+00  7.61950e-01
-1.55550e+00  7.69100e-01
-1.53070e+00  7.58750e-01
-1.54440e+00  7.80100e-01
-1.57080e+00  8.00000e-01
-1.53990e+00  7.62850e-01
-1.55380e+00  7.78050e-01
-1.56330e+00  7.93550e-01
-1.56730e+00  7.94650e-01
-1.54190e+00  7.70850e-01
-1.54430e+00  7.76750e-01
-1.54050e+00  7.72900e-01
-1.54340e+00  7.66800e-01
-1.56130e+00  7.88150e-01
-1.53860e+00  7.78400e-01
-1.55210e+00  7.76550e-01
-1.55650e+00  7.82700e-01
-1.55230e+00  7.71100e-01
-1.54930e+00  7.66200e-01
-1.54800e+00  7.76350e-01
-1.54810e+00  7.88250e-01
-1.57610e+00  8.10150e-01
-1.55980e+00  7.97950e-01
-1.57520e+00  8.13100e-01
-1.56130e+00  7.92200e-01
-1.56580e+00  7.96800e-01
-1.56440e+00  7.92700e-01
-1.57260e+00  7.93450e-01
-1.54960e+00  7.71000e-01
-1.53370e+00  7.67250e-01
-1.54890e+00  7.62050e-01
-1.56140e+00  7.72950e-01
-1.57330e+00  7.70100e-01
-1.54400e+00  7.53050e-01
-1.53360e+00  7.40000e-01
-1.53010e+00  7.27250e-01
-1.56910e+00  7.63200e-01
-1.54420e+00  7.55600e-01
-1.54640e+00  7.61300e-01
-1.56130e+00  7.77850e-01
-1.53470e+00  7.73600e-01
-1.53580e+00  7.62300e-01
-1.54260e+00  7.77600e-01
-1.56690e+00  7.84250e-01
-1.54850e+00  7.76800e-01
-1.55920e+00  7.89000e-01
-1.53130e+00  7.81100e-01
-1.57280e+00  8.01400e-01
-1.56220e+00  7.93750e-01
-1.55020e+00  7.94050e-01
-1.55290e+00  7.96000e-01
-1.56170e+00  8.01550e-01
-1.54960e+00  7.84400e-01
-1.53870e+00  7.76800e-01
-1.55120e+00  7.87800e-01
-1.55320e+00  7.85600e-01
-1.54820e+00  7.72950e-01
-1.55750e+00  7.88400e-01
-1.54860e+00  7.72750e-01
-1.54560e+00  7.87100e-01
-1.57850e+00  8.04100e-01
-1.54310e+00  7.70750e-01
-1.54570e+00  7.75300e-01
-1.55230e+00  7.84850e-01
-1.58790e+00  8.08500e-01
-1.55260e+00  7.86800e-01
-1.55940e+00  7.77350e-01
-1.55560e+00  7.68750e-01
-1.55850e+00  7.79200e-01
-1.51870e+00  7.44050e-01
-1.54550e+00  7.69550e-01
-1.54620e+00  7.53500e-01
-1.52930e+00  7.38550e-01
-1.54540e+00  7.42450e-01
-1.54500e+00  7.41400e-01
-1.53710e+00  7.42350e-01
-1.52740e+00  7.46650e-01
-1.54020e+00  7.51550e-01
-1.53770e+00  7.50000e-01
-1.54840e+00  7.64450e-01
-1.56060e+00  7.67300e-01
-1.54300e+00  7.65300e-01
-1.57470e+00  7.96200e-01
-1.55130e+00  7.66450e-01
-1.54550e+00  7.64100e-01
-1.55400e+00  7.67000e-01
-1.55570e+00  7.75750e-01
-1.56980e+00  7.96050e-01
-1.57580e+00  7.87600e-01
-1.53980e+00  7.61650e-01
-1.54390e+00  7.68700e-01
-1.54560e+00  7.70050e-01
-1.55410e+00  7.70700e-01
-1.54230e+00  7.67200e-01
-1.57680e+00  7.94900e-01
-1.56650e+00  7.99150e-01
-1.54860e+00  7.78750e-01
-1.54190e+00  7.59900e-01
-1.53640e+00  7.60550e-01
-1.55660e+00  7.71650e-01
-1.55580e+00  7.68950e-01
-1.56720e+00  7.78750e-01
-1.54580e+00  7.61350e-01
-1.53860e+00  7.55650e-01
-1.53660e+00  7.60100e-01
-1.55460e+00  7.92650e-01
-1.56310e+00  7.89900e-01
-1.56440e+00  7.90500e-01
-1.57170e+00  8.08450e-01
-1.57360e+00  7.98400e-01
-1.55440e+00  7.98050e-01
-1.53740e+00  7.90050e-01
-1.55100e+00  7.92000e-01
-1.54870e+00  7.81650e-01
-1.54350e+00  7.85100e-01
-1.54110e+00  7.85000e-01
-1.57360e+00  7.96800e-01
-1.54730e+00  7.85950e-01
-1.55780e+00  7.86100e-01
-1.54050e+00  7.86200e-01
-1.55970e+00  7.97250e-01
-1.57750e+00  8.05100e-01
-1.55110e+00  7.78350e-01
-1.56740e+00  7.95100e-01
-1.53810e+00  7.85300e-01
-1.56070e+00  7.86800e-01
-1.54730e+00  7.60100e-01
-1.54040e+00  7.65800e-01
-1.55460e+00  7.84950e-01
-1.55900e+00  7.81200e-01
-1.56150e+00  7.82650e-01
-1.53410e+00  7.70850e-01
-1.55490e+00  7.88800e-01
-1.54940e+00  7.86650e-01
-1.54690e+00  7.87100e-01
-1.56770e+00  7.85750e-01
-1.54900e+00  7.69700e-01
-1.54380e+00  7.75150e-01
-1.55630e+00  7.85050e-01
-1.56060e+00  7.89650e-01
-1.53930e+00  7.76350e-01
-1.55740e+00  7.89900e-01
-1.55680e+00  7.98300e-01
-1.57000e+00  7.98150e-01
-1.55930e+00  7.83300e-01
-1.55820e+00  7.77450e-01
-1.54540e+00  7.89050e-01
-1.54150e+00  7.79200e-01
-1.53880e+00  7.57050e-01
-1.54680e+00  7.68050e-01
-1.53570e+00  7.64200e-01
-1.53650e+00  7.64800e-01
-1.52140e+00  7.51050e-01
-1.55460e+00  7.82300e-01
-1.54550e+00  7.75350e-01
-1.56170e+00  7.92650e-01
-1.55940e+00  7.91250e-01
-1.55540e+00  7.89200e-01
-1.57720e+00  8.07850e-01
-1.54570e+00  7.81200e-01
-1.55890e+00  7.86400e-01
-1.55540e+00  7.88050e-01
-1.53350e+00  7.75600e-01
-1.54640e+00  7.75450e-01
-1.56090e+00  7.90450e-01
-1.56110e+00  7.91050e-01
-1.54720e+00  7.86850e-01
-1.55670e+00  7.91050e-01
-1.53470e+00  7.63850e-01
-1.54390e+00  7.66700e-01
-1.56340e+00  7.77350e-01
-1.55310e+00  7.73100e-01
-1.56480e+00  7.77700e-01
-1.53310e+00  7.54800e-01
-1.56100e+00  7.88000e-01
-1.56490e+00  7.91550e-01
-1.56110e+00  7.80100e-01
-1.56810e+00  7.80550e-01
-1.56910e+00  7.84250e-01
-1.58100e+00  7.94200e-01
-1.55430e+00  7.65050e-01
-1.55150e+00  7.61650e-01
-1.58000e+00  7.80950e-01
-1.53430e+00  7.63300e-01
-1.57510e+00  7.87250e-01
-1.56040e+00  7.80500e-01
-1.53820e+00  7.71150e-01
-1.55620e+00  7.66150e-01
-1.53790e+00  7.68400e-01
-1.55680e+00  7.78300e-01
-1.53570e+00  7.72400e-01
-1.56300e+00  7.92550e-01
-1.54020e+00  7.72400e-01
-1.54400e+00  7.66350e-01
-1.55290e+00  7.76550e-01
-1.55720e+00  7.75100e-01
-1.56470e+00  7.74950e-01
-1.55120e+00  7.75800e-01
-1.53760e+00  7.66450e-01
-1.56400e+00  7.88800e-01
-1.56360e+00  7.95750e-01
-1.56330e+00  7.87300e-01
-1.56480e+00  7.88250e-01
