T=2.10000e+00  B=0.00000e+00  ns=16384  E_exact=-1.66208e+00  M_exact=8.68748e-01
     E           M        
-1.65015e+00  8.53760e-01
-1.64966e+00  8.56445e-01
-1.67627e+00  8.70361e-01
-1.63672e+00  8.56934e-01
-1.68262e+00  8.79761e-01
-1.65137e+00  8.61084e-01
-1.64331e+00  8.60107e-01
-1.66089e+00  8.69141e-01
-1.67310e+00  8.79639e-01
-1.66455e+00  8.72192e-01
-1.64160e+00  8.45581e-01
-1.67139e+00  8.69385e-01
-1.64258e+00  8.39844e-01
-1.66284e+00  8.54614e-01
-1.67627e+00  8.74146e-01
-1.67944e+00  8.88428e-01
-1.67725e+00  8.83545e-01
-1.61646e+00  8.44604e-01
-1.65845e+00  8.55225e-01
-1.65918e+00  8.71704e-01
-1.65527e+00  8.68530e-01
-1.67944e+00  8.81714e-01
-1.67627e+00  8.77808e-01
-1.65308e+00  8.68896e-01
-1.67285e+00  8.87085e-01
-1.65015e+00  8.59497e-01
-1.65576e+00  8.65112e-01
-1.67017e+00  8.68408e-01
-1.64697e+00  8.69385e-01
-1.65503e+00  8.71582e-01
-1.66528e+00  8.78784e-01
-1.67188e+00  8.62183e-01
-1.66089e+00  8.75000e-01
-1.68311e+00  8.72314e-01
-1.65283e+00  8.56934e-01
-1.67285e+00  8.71948e-01
-1.66650e+00  8.78906e-01
-1.65967e+00  8.68896e-01
-1.66089e+00  8.73901e-01
-1.69141e+00  8.86108e-01
-1.67163e+00  8.76465e-01
-1.67017e+00  8.80615e-01
-1.67407e+00  8.79639e-01
-1.65137e+00  8.56934e-01
-1.66187e+00  8.72681e-01
-1.66064e+00  8.69873e-01
-1.66357e+00  8.74756e-01
-1.65332e+00  8.69507e-01
-1.67603e+00  8.76221e-01
-1.63745e+00  8.56323e-01
-1.64209e+00  8.60352e-01
-1.66406e+00  8.58154e-01
-1.66357e+00  8.73901e-01
-1.68652e+00  8.87695e-01
-1.66748e+00  8.71704e-01
-1.71216e+00  8.84033e-01
-1.64795e+00  8.52417e-01
-1.65527e+00  8.66455e-01
-1.63623e+00  8.51196e-01
-1.65820e+00  8.74268e-01
-1.66016e+00  8.77441e-01
-1.66528e+00  8.70239e-01
-1.64331e+00  8.58887e-01
-1.68750e+00  8.80493e-01
-1.68628e+00  8.87817e-01
-1.68628e+00  8.78296e-01
-1.68604e+00  8.90625e-01
-1.65796e+00  8.65967e-01
-1.65234e+00  8.66577e-01
-1.65234e+00  8.52661e-01
-1.66699e+00  8.67188e-01
-1.67773e+00  8.80615e-01
-1.64746e+00  8.46680e-01
-1.65576e+00  8.57056e-01
-1.65576e+00  8.71582e-01
-1.65869e+00  8.69385e-01
-1.68506e+00  8.83911e-01
-1.65674e+00  8.74146e-01
-1.65576e+00  8.62549e-01
-1.66699e+00  8.66089e-01
-1.67212e+00  8.77563e-01
-1.66968e+00  8.59741e-01
-1.65308e+00  8.57056e-01
-1.65601e+00  8.64136e-01
-1.65479e+00  8.55103e-01
-1.65234e+00  8.60352e-01
-1.66699e+00  8.58032e-01
-1.65674e+00  8.69995e-01
-1.63843e+00  8.64624e-01
-1.67383e+00  8.65356e-01
-1.69385e+00  8.90381e-01
-1.65332e+00  8.50586e-01
-1.66797e+00  8.65356e-01
-1.65137e+00  8.58276e-01
-1.67847e+00  8.80005e-01
-1.66211e+00  8.71704e-01
-1.66113e+00  8.66821e-01
-1.68823e+00  8.93555e-01
-1.65405e+00  8.65479e-01
-1.67896e+00  8.83545e-01
-1.65942e+00  8.74390e-01
-1.63794e+00  8.65112e-01
-1.64331e+00  8.59131e-01
-1.67041e+00  8.70972e-01
-1.67700e+00  8.76465e-01
-1.66724e+00  8.73535e-01
-1.68140e+00  8.79761e-01
-1.64673e+00  8.58765e-01
-1.66455e+00  8.75732e-01
-1.66455e+00  8.74634e-01
-1.68872e+00  8.78540e-01
-1.61133e+00  8.39111e-01
-1.65454e+00  8.75854e-01
-1.66528e+00  8.73047e-01
-1.65527e+00  8.65601e-01
-1.65869e+00  8.65845e-01
-1.66138e+00  8.64502e-01
-1.65601e+00  8.64746e-01
-1.65527e+00  8.70972e-01
-1.65283e+00  8.66089e-01
-1.64478e+00  8.52295e-01
-1.64795e+00  8.61084e-01
-1.64038e+00  8.59253e-01
-1.65796e+00  8.71826e-01
-1.67017e+00  8.73169e-01
-1.65137e+00  8.58276e-01
-1.69678e+00  8.75000e-01
-1.66431e+00  8.55225e-01
-1.65771e+00  8.72925e-01
-1.65894e+00  8.74878e-01
-1.62939e+00  8.46558e-01
-1.61987e+00  8.36304e-01
-1.66821e+00  8.76343e-01
-1.64648e+00  8.55469e-01
-1.65771e+00  8.68652e-01
-1.65454e+00  8.58887e-01
-1.67627e+00  8.71460e-01
-1.66602e+00  8.71826e-01
-1.66187e+00  8.66089e-01
-1.67285e+00  8.76831e-01
-1.64331e+00  8.49365e-01
-1.61743e+00  8.43262e-01
-1.66113e+00  8.50098e-01
-1.66992e+00  8.71094e-01
-1.63818e+00  8.63647e-01
-1.70581e+00  8.97949e-01
-1.65967e+00  8.70483e-01
-1.67407e+00  8.73901e-01
-1.63281e+00  8.43750e-01
-1.65869e+00  8.64258e-01
-1.67725e+00  8.86108e-01
-1.66187e+00  8.74512e-01
-1.63940e+00  8.59131e-01
-1.64087e+00  8.56079e-01
-1.68237e+00  8.75244e-01
-1.66113e+00  8.77563e-01
-1.67212e+00  8.77441e-01
-1.64282e+00  8.61206e-01
-1.65918e+00  8.64380e-01
-1.65601e+00  8.53149e-01
-1.64893e+00  8.59985e-01
-1.68213e+00  8.85376e-01
-1.66797e+00  8.76221e-01
-1.68286e+00  8.82690e-01
-1.67627e+00  8.80859e-01
-1.64795e+00  8.61694e-01
-1.66089e+00  8.63037e-01
-1.66211e+00  8.54614e-01
-1.65454e+00  8.68408e-01
-1.65405e+00  8.57178e-01
-1.70044e+00  8.87329e-01
-1.63159e+00  8.44238e-01
-1.65771e+00  8.66333e-01
-1.64673e+00  8.58276e-01
-1.67188e+00  8.68042e-01
-1.66504e+00  8.78296e-01
-1.65942e+00  8.74756e-01
-1.65381e+00  8.65479e-01
-1.68555e+00  8.83423e-01
-1.64355e+00  8.54614e-01
-1.67896e+00  8.74268e-01
-1.64771e+00  8.65601e-01
-1.66382e+00  8.70361e-01
-1.68066e+00  8.82080e-01
-1.66968e+00  8.87573e-01
-1.66089e+00  8.66821e-01
-1.65381e+00  8.68774e-01
-1.65625e+00  8.70361e-01
-1.67236e+00  8.74146e-01
-1.65771e+00  8.63525e-01
-1.65283e+00  8.67188e-01
-1.66333e+00  8.70483e-01
-1.67627e+00  8.77563e-01
-1.67065e+00  8.71948e-01
-1.67896e+00  8.78174e-01
-1.66504e+00  8.62549e-01
-1.67896e+00  8.69507e-01
-1.64233e+00  8.66089e-01
-1.66382e+00  8.73291e-01
-1.63232e+00  8.59985e-01
-1.68896e+00  8.84155e-01
-1.69800e+00  8.88428e-01
-1.62646e+00  8.50952e-01
-1.67725e+00  8.64136e-01
-1.65479e+00  8.72314e-01
-1.65503e+00  8.71216e-01
-1.64819e+00  8.63037e-01
-1.64429e+00  8.50220e-01
-1.64673e+00  8.45337e-01
-1.65161e+00  8.67798e-01
-1.66455e+00  8.72803e-01
-1.67041e+00  8.74146e-01
-1.66406e+00  8.73657e-01
-1.66626e+00  8.70728e-01
-1.66089e+00  8.71216e-01
-1.64575e+00  8.60352e-01
-1.66162e+00  8.77686e-01
-1.69434e+00  8.88672e-01
-1.68237e+00  8.75610e-01
-1.64551e+00  8.56812e-01
-1.64941e+00  8.72925e-01
-1.67236e+00  8.74512e-01
-1.66699e+00  8.75488e-01
-1.68921e+00  8.88184e-01
-1.69458e+00  8.89893e-01
-1.66162e+00  8.67676e-01
-1.66406e+00  8.74634e-01
-1.66528e+00  8.70728e-01
-1.67334e+00  8.78296e-01
-1.64307e+00  8.65601e-01
-1.66211e+00  8.74146e-01
-1.66333e+00  8.75366e-01
-1.65649e+00  8.73413e-01
-1.67383e+00  8.75732e-01
-1.64941e+00  8.60474e-01
-1.68555e+00  8.82935e-01
-1.64160e+00  8.61206e-01
-1.63989e+00  8.64258e-01
-1.66382e+00  8.69629e-01
-1.64111e+00  8.46924e-01
-1.65894e+00  8.75000e-01
-1.64673e+00  8.66943e-01
-1.65723e+00  8.67065e-01
-1.68335e+00  8.80981e-01
-1.67700e+00  8.79028e-01
-1.64819e+00  8.58887e-01
-1.66333e+00  8.60718e-01
-1.65649e+00  8.69507e-01
-1.65991e+00  8.68286e-01
-1.68188e+00  8.75122e-01
-1.64526e+00  8.55957e-01
-1.64990e+00  8.60840e-01
-1.67749e+00  8.74634e-01
-1.66699e+00  8.77319e-01
-1.64111e+00  8.52905e-01
-1.68555e+00  8.76709e-01
-1.67529e+00  8.76831e-01
-1.67871e+00  8.79517e-01
-1.67773e+00  8.80615e-01
-1.64282e+00  8.61206e-01
-1.65039e+00  8.73047e-01
-1.63086e+00  8.54004e-01
-1.66553e+00  8.64502e-01
-1.66235e+00  8.74390e-01
-1.68262e+00  8.80615e-01
-1.64258e+00  8.59375e-01
-1.65308e+00  8.70483e-01
-1.64844e+00  8.54980e-01
-1.67456e+00  8.72681e-01
-1.66382e+00  8.70483e-01
-1.63281e+00  8.69141e-01
-1.67725e+00  8.84277e-01
-1.66626e+00  8.64990e-01
-1.65137e+00  8.56934e-01
-1.64087e+00  8.46680e-01
-1.65845e+00  8.65234e-01
-1.64941e+00  8.74268e-01
-1.68530e+00  8.84155e-01
-1.63696e+00  8.58521e-01
-1.62427e+00  8.49243e-01
-1.66333e+00  8.66577e-01
-1.66846e+00  8.66455e-01
-1.67798e+00  8.81104e-01
-1.66772e+00  8.70850e-01
-1.68774e+00  8.88428e-01
-1.67334e+00  8.71216e-01
